title,address,latitude,longitude,city,state,postal_code,price,facts and features,real estate provider,url
House For Sale,1110 Concord Rd SE,33.875685,-84.521225,SMYRNA,GA,30080,"$269,900","3 bds , 1 ba , 1,062 sqft",Re/Max Pure,https://www.zillow.com/homedetails/1110-Concord-Rd-SE-Smyrna-GA-30080/14303220_zpid/
House For Sale,118 Rondak Cir SE # 118,33.871131,-84.497321,Smyrna,GA,30080,"$165,000","2 bds , 2 ba , 986 sqft",,https://www.zillow.com/homedetails/118-Rondak-Cir-SE-118-Smyrna-GA-30080/2092333463_zpid/
New Construction,820 Mclinden Ave SE,33.876323,-84.526534,SMYRNA,GA,30080,"$525,000","4 bds , 3 ba , 3,501 sqft",RE/MAX Around Atlanta,https://www.zillow.com/homedetails/820-Mclinden-Ave-SE-Smyrna-GA-30080/14302018_zpid/
New Construction,2196 Croston Ln SE,33.845951,-84.492309,Smyrna,GA,30080,"$526,190","4 bds , 4 ba , 2,900 sqft",,https://www.zillow.com/homedetails/2196-Croston-Ln-SE-Smyrna-GA-30080/2092370849_zpid/
New Construction,2294 Mclean Chase SE,33.862122,-84.485136,Smyrna,GA,30080,"$449,900","3 bds , 4 ba , 2,240 sqft",,https://www.zillow.com/homedetails/2294-Mclean-Chase-SE-Smyrna-GA-30080/2092439828_zpid/
New Construction,1084 Fleming St SE,33.889038,-84.521197,SMYRNA,GA,30080,"$624,000","4 bds , 4 ba , 3,100 sqft",VICI REAL ESTATE,https://www.zillow.com/homedetails/1084-Fleming-St-SE-Smyrna-GA-30080/14303411_zpid/
New Construction,1080 Fleming St SE,33.889276,-84.521014,Smyrna,GA,30080,"$619,900","4 bds , 4 ba , 3,100 sqft",VICI REAL ESTATE,https://www.zillow.com/homedetails/1080-Fleming-St-SE-Smyrna-GA-30080/2092440554_zpid/
Lot/Land For Sale,0 Multiple Lots Seneca Ct,33.8752,-84.5035,Smyrna,GA,30080,"$1,750,000",2.00 ac lot,SOLID SOURCE REALTY INC.,https://www.zillow.com/homedetails/0-Multiple-Lots-Seneca-Ct-Smyrna-GA-30080/2092454015_zpid/
Lot/Land For Sale,0 Cooper Ridge Ct,33.87457,-84.50167,Smyrna,GA,30080,"$85,000",1.00 ac lot,,https://www.zillow.com/homedetails/0-Cooper-Ridge-Ct-Smyrna-GA-30080/2108671727_zpid/
House For Sale,1918 Sadler Dr SE,33.857468,-84.497847,SMYRNA,GA,30080,"$639,000","5 bds , 5 ba , 4,536 sqft",Berkshire Hathaway HomeServices Georgia Properties - Buckhead Office,https://www.zillow.com/homedetails/1918-Sadler-Dr-SE-Smyrna-GA-30080/87681257_zpid/
Townhouse For Sale,2765 Bell Dr SE # 2,33.885136,-84.479729,Smyrna,GA,30080,"$406,600","3 bds , 4 ba , 2,131 sqft",Engel & Volkers Buckhead Atlanta,https://www.zillow.com/homedetails/2765-Bell-Dr-SE-2-Smyrna-GA-30080/2092634553_zpid/
House For Sale,1999 Westwood Cir SE,33.860871,-84.496215,SMYRNA,GA,30080,"$589,900","5 bds , 5 ba , 3,399 sqft",,https://www.zillow.com/homedetails/1999-Westwood-Cir-SE-Smyrna-GA-30080/80431535_zpid/
New Construction,3929 Chalmers Gate,33.8752,-84.5035,Smyrna,GA,30080,"$681,065","4 bds , 5 ba , 3,495 sqft",Keller Williams Atl. Midtown,https://www.zillow.com/homedetails/3929-Chalmers-Gate-Smyrna-GA-30080/2092895493_zpid/
New Construction,3925 Chalmers Gate,33.8752,-84.5035,Smyrna,GA,30080,"$657,955","4 bds , 4 ba , 2,844 sqft",Keller Williams Atl. Midtown,https://www.zillow.com/homedetails/3925-Chalmers-Gate-Smyrna-GA-30080/2092895494_zpid/
New Construction,3933 Chalmers Gate,33.8752,-84.5035,Smyrna,GA,30080,"$675,680","4 bds , 4 ba , 3,875 sqft",Keller Williams Atl. Midtown,https://www.zillow.com/homedetails/3933-Chalmers-Gate-Smyrna-GA-30080/2092895492_zpid/
Townhouse For Sale,2206 Zermatt Ct SE # 2206,33.851003,-84.489941,Smyrna,GA,30080,"$695,998","5 bds , 6 ba , 6,357 sqft",BEACHAM AND COMPANY REALTORS,https://www.zillow.com/homedetails/2206-Zermatt-Ct-SE-2206-Smyrna-GA-30080/2092903046_zpid/
New Construction,4117 Gilmore Rd SE # 4,33.853417,-84.490201,Smyrna,GA,30080,"$950,000","4 bds , 5 ba , 3,200 sqft",,https://www.zillow.com/homedetails/4117-Gilmore-Rd-SE-4-Smyrna-GA-30080/2092942835_zpid/
House For Sale,3532 Paces Ferry Cir SE,33.863881,-84.492876,SMYRNA,GA,30080,"$674,000","3 bds , 3 ba , -- sqft",,https://www.zillow.com/homedetails/3532-Paces-Ferry-Cir-SE-Smyrna-GA-30080/14311650_zpid/
Lot/Land For Sale,1498 Walker St SE,33.885029,-84.509773,SMYRNA,GA,30080,"$620,000",0.70 ac lot,BEACHAM AND COMPANY REALTORS,https://www.zillow.com/homedetails/1498-Walker-St-SE-Smyrna-GA-30080/14304912_zpid/
Lot/Land For Sale,4379 Log Cabin Dr SE,33.847544,-84.492236,Smyrna,GA,30080,"$274,500","8,712 sqft lot",Virtual Properties Realty.com,https://www.zillow.com/homedetails/4379-Log-Cabin-Dr-SE-Smyrna-GA-30080/2093171900_zpid/
Apartment For Sale,122 Rondak Cir SE # 122,33.871161,-84.49728,Smyrna,GA,30080,"$155,900","2 bds , 2 ba , 986 sqft",,https://www.zillow.com/homedetails/122-Rondak-Cir-SE-122-Smyrna-GA-30080/2112244189_zpid/
House For Sale,1857 Fox Chapel Dr SE,33.845503,-84.50041,SMYRNA,GA,30080,"$375,000","3 bds , 3 ba , 2,469 sqft",Mark Spain Real Estate,https://www.zillow.com/homedetails/1857-Fox-Chapel-Dr-SE-Smyrna-GA-30080/35812562_zpid/
House For Sale,2153 Whitestone Ct SE # 4,33.860228,-84.492507,Smyrna,GA,30080,"$599,900","4 bds , 3.5 ba , -- sqft",,https://www.zillow.com/homedetails/2153-Whitestone-Ct-SE-4-Smyrna-GA-30080/2093351358_zpid/
Condo For Sale,4365 Bridgehaven Dr SE,33.850898,-84.490898,Smyrna,GA,30080,"$670,000","3 bds , 4.5 ba , -- sqft","Drake Realty, Inc.",https://www.zillow.com/homedetails/4365-Bridgehaven-Dr-SE-Smyrna-GA-30080/2108317538_zpid/
New Construction,1021 Moorewood Ln SE # 119,33.8907,-84.5202,Smyrna,GA,30080,"$452,348","3 bds , 3.5 ba , -- sqft",David Weekley Homes,https://www.zillow.com/homedetails/1021-Moorewood-Ln-SE-119-Smyrna-GA-30080/2093377740_zpid/
Condo For Sale,1338 Brookview Ln SE,33.888841,-84.483577,SMYRNA,GA,30080,"$99,000","3 bds , 2.5 ba , 1,232 sqft",Coldwell Banker Residential Brokerage - Sandy Springs,https://www.zillow.com/homedetails/1338-Brookview-Ln-SE-Smyrna-GA-30080/14312775_zpid/
Townhouse For Sale,1338 Brookview Ln SE # 1338,33.888841,-84.483577,Smyrna,GA,30080,"$99,000","3 bds , 3 ba , 1,232 sqft",COLDWELL BANKER RESIDENTIAL BROKERAGE,https://www.zillow.com/homedetails/1338-Brookview-Ln-SE-1338-Smyrna-GA-30080/2093744175_zpid/
Lot/Land For Sale,1 Cumberland Xing SE,33.87989,-84.480508,Smyrna,GA,30080,"$295,000",0.59 ac lot,Dorsey Alston Realtors,https://www.zillow.com/homedetails/1-Cumberland-Xing-SE-Smyrna-GA-30080/2093856902_zpid/
Lot/Land For Sale,Cumberland Dr SE LOT 2,33.87776,-84.5032,Smyrna,GA,30080,"$295,000",0.49 ac lot,Dorsey Alston Realtors,https://www.zillow.com/homedetails/Cumberland-Dr-SE-LOT-2-Smyrna-GA-30080/2093864111_zpid/
House For Sale,2206 Zermatt Ct SE,33.851003,-84.489941,SMYRNA,GA,30080,"$695,998","5 bds , 6 ba , 4,347 sqft",BEACHAM AND COMPANY REALTORS,https://www.zillow.com/homedetails/2206-Zermatt-Ct-SE-Smyrna-GA-30080/60156880_zpid/
Lot/Land For Sale,4401 Oakdale Rd SE # 0,33.846626,-84.494114,Smyrna,GA,30080,"$1,000,000",1.50 ac lot,Keller Williams Realty,https://www.zillow.com/homedetails/4401-Oakdale-Rd-SE-0-Smyrna-GA-30080/2094198155_zpid/
Lot/Land For Sale,4401 Oakdale Rd SE,33.846626,-84.494114,Smyrna,GA,30080,"$1,000,000",1.50 ac lot,,https://www.zillow.com/homedetails/4401-Oakdale-Rd-SE-Smyrna-GA-30080/14309268_zpid/
Lot/Land For Sale,2393 Vista Way,33.870568,-84.484125,Vinings,GA,30080,"$1,400,000",-- sqft lot,Norton Commercial Acreage Grp,https://www.zillow.com/homedetails/2393-Vista-Way-Vinings-GA-30080/2094211766_zpid/
Apartment For Sale,2323 Ward St SE,33.893344,-84.526473,Smyrna,GA,30080,"$1,300,000","Studio , -- ba , -- sqft",,https://www.zillow.com/homedetails/2323-Ward-St-SE-Smyrna-GA-30080/2094267522_zpid/
New Construction,2065 Cooper Lake Dr SE,33.855064,-84.494822,Smyrna,GA,30080,"$657,995","4 bds , 4 ba , 2,844 sqft",,https://www.zillow.com/homedetails/2065-Cooper-Lake-Dr-SE-Smyrna-GA-30080/2094531489_zpid/
New Construction,2138 Sonoma Dr SE,33.867917,-84.493533,Smyrna,GA,30080,"$478,518","3 bds , 4 ba , 2,624 sqft",,https://www.zillow.com/homedetails/2138-Sonoma-Dr-SE-Smyrna-GA-30080/2094811641_zpid/
New Construction,3610 Locklyn Ln SE,33.867683,-84.493176,Smyrna,GA,30080,"$455,937","3 bds , 4 ba , 2,290 sqft",,https://www.zillow.com/homedetails/3610-Locklyn-Ln-SE-Smyrna-GA-30080/2094825118_zpid/
New Construction,2075 Cooper Lake Dr SE,33.855418,-84.493854,SMYRNA,GA,30080,"$681,065","4 bds , 4 ba , 3,495 sqft",,https://www.zillow.com/homedetails/2075-Cooper-Lake-Dr-SE-Smyrna-GA-30080/14309406_zpid/
House For Sale,2169 Cumberland Dr SE,33.869411,-84.490155,SMYRNA,GA,30080,"$1,000,000","7 bds , 9 ba , 8,948 sqft",BEACHAM AND COMPANY REALTORS,https://www.zillow.com/homedetails/2169-Cumberland-Dr-SE-Smyrna-GA-30080/14311605_zpid/
New Construction,1272 Kingsview Cir SE,33.863899,-84.51485,Smyrna,GA,30080,"$599,500","5 bds , 4 ba , 3,600 sqft",RE/MAX PURE,https://www.zillow.com/homedetails/1272-Kingsview-Cir-SE-Smyrna-GA-30080/14303951_zpid/
New Construction,3964 Central Garden Ct SE,33.857646,-84.49343,Smyrna,GA,30080,"$639,900","4 bds , 4 ba , 3,565 sqft",,https://www.zillow.com/homedetails/3964-Central-Garden-Ct-SE-Smyrna-GA-30080/2095687177_zpid/
New Construction,2112 Peach Ln SE,33.847298,-84.492188,Smyrna,GA,30080,"$750,000","3 bds , 5 ba , 3,850 sqft",,https://www.zillow.com/homedetails/2112-Peach-Ln-SE-Smyrna-GA-30080/2098065426_zpid/
